Index,Address,GPR,Area,Dwelling Units,LRA,Height control,Max dwelling units,Road setback
1247,QUEENS,4.9,"10,516.1 sqm",736,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['COMMONWEALTH AVENUE', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1248,QUEENS PEAK,4.9,"10,516.1 sqm",736,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['COMMONWEALTH AVENUE', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1271,REGENCY PARK,2.1,"47,038.4 sqm",292,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1273,REGENT COURT,2,"4,992.3 sqm",0,LRA requirements are generally not applicable to private sector developments.,Subject to detailed evaluation,Guideline on maximum allowable DUs is not applicable to non-residential developments.,"['UBI AVENUE 3', 'CAT4', '5m (3m)']"
1275,REGENT GROVE,3,"22,848.4 sqm",500,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['CHOA CHU KANG NORTH 7', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1278,REGENT RESIDENCES,2.8,"3,609.9 sqm",180,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SERANGOON ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1281,RESIDENCES @ EVELYN,2.8,"10,823.6 sqm",208,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 117m SHD,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'NCAT', '7.5m (3m)']"
1289,RIA TOWNHOUSES,GPR of landed houses is resultant of the allowable building envelope,497.6 sqm,1,LRA requirements are not applicable to designated landed housing areas.,Maximum 2 storey,Each landed house shall be used for a single dwelling unit. Redevelopment into multiple landed houses is subject to subdivision guidelines.,"['BEDOK RIA CRESCENT', 'CAT5', '7.5m (0m)']"
1296,RIO VISTA,3,"30,816 sqm",716,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['HOUGANG AVENUE 7', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1297,RIPPLE BAY,2.1,"27,054.8 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['PASIR RIS DRIVE 4', 'CAT4', '7.5m (3m)']"
1306,RIVER ISLES,3,"20,256.1 sqm",610,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['EDGEDALE PLAINS', 'CAT4', '7.5m (3m)']"
1308,RIVERBANK @ FERNVALE,3,"16,603.9 sqm",555,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['.', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1311,RIVERFRONT RESIDENCES,2.8,"36,811.1 sqm",1472,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1313,RIVERPARC RESIDENCE,3.4,"16,032.51 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['PUNGGOL EAST', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1314,RIVERSAILS,3.5,"24,620.5 sqm",-,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['UPPER SERANGOON ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1316,RIVERSOUND RESIDENCE,3,"19,549.2 sqm",-,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SENGKANG EAST AVENUE', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1317,RIVERTREES RESIDENCES,3,"14,930.5 sqm",495,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1318,RIVERVALE CREST,3,"22,356.5 sqm",490,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['RIVERVALE DRIVE', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1319,RIVERVALE SHORES,3,"93,027 sqm",2500,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,Guideline on maximum allowable DUs is not applicable to HDB residential developments.,"['', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1347,RYMDEN 77,1.4,"2,234.3 sqm",31,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1354,SANDY EIGHT,1.4,"1,004.3 sqm",20,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SANDY LANE', 'CAT5', '7.5m (3m)']"
1359,SARKIES GREEN,1.6,"1,105.3 sqm",26,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 12 storey,Site must provide a minimum of 20% of DUs with a nett internal area of at least 70sqm.,"['', 'NCAT', '7.5m (3m)']"
1361,SAVANNAH CONDOPARK,1.6,"54,872.1 sqm",1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 12 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['PAN ISLAND EXPRESSWAY', 'CAT1', 'Building â‰¤ 5 storeys\n24m (5m)Building â‰¥ 6 storeys\n30m (5m)']"
1365,SCULPTURA ARDMORE,2.8,"3,966.53 sqm",34,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,Site must provide a minimum of 20% of DUs with a nett internal area of at least 70sqm.,"['DRAYCOTT DRIVE', 'NCAT', '7.5m (3m)']"
1372,SEASONS PARK,2.1,"24,065.5 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1374,SEASTRAND,2.1,"20,000.21 sqm",473,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['PASIR RIS DRIVE 4', 'CAT4', '7.5m (3m)']"
1379,SELETAR PARK RESIDENCE,1.4,"17,455.9 sqm",276,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1381,SELETARIS,1.4,"175,762.36 sqm",-,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['GAMBAS AVENUE', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1389,SERENITY BREEZE,1.4,681.4 sqm,12,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['LORONG J TELOK KURAU', 'CAT5', '7.5m (3m)']"
1392,SEVENTY SAINT PATRICK'S,1.4,"12,950.1 sqm",186,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1397,SHAW PLAZA - TWIN HEIGHTS,3,"11,109.1 sqm",132,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['JALAN AMPAS', 'CAT5', '7.5m (3m)']"
1409,SIGLAP COURT,1.4,"2,124.8 sqm",42,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More", 
1413,SIGNATURE AT YISHUN,2.8,"18,260.4 sqm",525,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['YISHUN AVENUE 1', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1417,SILVERSCAPE,2.8,711.4 sqm,45,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1425,SIMS MEADOWS,2.8,"1,158.2 sqm",36,LRA requirements are generally not applicable to private sector developments.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1428,SIMS URBAN OASIS,3,"23,900.1 sqm",1024,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SIMS DRIVE', 'CAT4', '7.5m (3m)']"
1432,SINGA COURT,Subject to detailed evaluation. Refer to the DC handbooks for more details,"1,405,884.4 sqm",0,This site falls outside Strategic Areas. LRA requirements are generally not applicable to private sector developments.,Subject to detailed evaluation. Refer to the DC handbooks for more details,Guideline on maximum allowable DUs is not applicable to non-residential developments.,"['CLEMENTI ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1434,SIXTEEN35 RESIDENCES,2.8,"2,219.6 sqm",60,LRA requirements are generally not applicable to private sector developments.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'NCAT', '5m (3m)']"
1440,SKY GREEN,2.1,"6,622.4 sqm",176,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['MACPHERSON ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1441,SKY HABITAT,4.9,"11,997.1 sqm",509,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BISHAN STREET 14', 'CAT4', '7.5m (3m)']"
1442,SKY VUE,4.9,"11,227.8 sqm",694,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BISHAN STREET 14', 'CAT4', '7.5m (3m)']"
1444,SKYLINE @ ORCHARD BOULEVARD,2.8,"3,326.7 sqm",-,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,Site must provide a minimum of 20% of DUs with a nett internal area of at least 70sqm.,"['ANGULLIA PARK', 'NCAT', '7.5m (3m)']"
1451,SOL ACRES,3.5,"32,908.6 sqm",1327,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['CHOA CHU KANG WAY', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1454,SOMMERVILLE PARK,1.6,"79,540 sqm",453,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['FARRER DRIVE', 'CAT5', '7.5m (3m)']"
1459,SPACE @ KOVAN,3,"3,766.6 sqm",140,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['YIO CHU KANG ROAD', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1464,SPOTTISWOODE SUITES,2.8,"3,740.2 sqm",183,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['EVERTON ROAD', 'CAT5', '7.5m (3m)']"
1470,SPRING RESIDENCES,1.6,"1,514.6 sqm",22,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 12 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More", 
1484,STARS OF KOVAN,3,"10,097.1 sqm",395,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['UPPER SERANGOON ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1494,STRAITS MANSIONS,1.4,"1,809.2 sqm",25,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1495,STRAITS RESIDENCES,1.4,"1,149.7 sqm",30,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1502,STURDEE RESIDENCES,3.5,"6,111.5 sqm",305,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 30 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['STURDEE ROAD', 'NCAT', '7.5m (3m)']"
1503,STURDEE VIEW,2.8,"1,160.3 sqm",24,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['STURDEE ROAD NORTH', 'NCAT', '7.5m (3m)']"
1508,SUITES @ BRADDELL,1.4,"1,108.6 sqm",33,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BRADDELL ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1524,SUITES@BRADDELL,1.4,"1,108.6 sqm",33,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BRADDELL ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1532,SUNDANCE VISTA,1.4,930 sqm,16,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1540,SUNGEI TENGAH LODGE,Subject to detailed evaluation. Refer to the DC handbooks for more details,"100,003.9 sqm",-,This site falls outside Strategic Areas. LRA requirements are generally not applicable to private sector developments.,Subject to detailed evaluation. Refer to the DC handbooks for more details,Guideline on maximum allowable DUs is not applicable to non-residential developments.,"['', '', '']"
1554,SUNSHINE REGENCY,1.4,139 sqm,33,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1559,SYMPHONY SUITES,2.8,"20,553.8 sqm",660,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1588,TERRASSE,1.4,"30,195.5 sqm",-,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['TERRASSE LANE', 'CAT5', '7.5m (3m)']"
1592,TG MANSION,2.8,"16,419.4 sqm",1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['AMBER GARDENS', 'CAT5', '7.5m (3m)']"
1602,THE AMORE,3,"13,564.8 sqm",378,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1612,THE ATELIER,2.8,"3,863.1 sqm",120,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 81m SHD,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1615,THE AZURE,Subject to detailed evaluation,"1,180 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1629,THE BENTLY RESIDENCES @ KOVAN,1.4,"2,420.2 sqm",48,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More", 
1630,THE BEVERLY,1.4,"11,431.3 sqm",118,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1634,THE BROOKS I,1.4,226.59 sqm,1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 4 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SEMBAWANG ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1635,THE BROWNSTONE,2.1,"28,562.5 sqm",638,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1643,THE CARPMAELINA,1.4,"4,321.4 sqm",52,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['CARPMAEL ROAD', 'CAT5', '7.5m (3m)']"
1644,THE CASCADIA,2.07,"27,280.8 sqm",536,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 10 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BUKIT TIMAH ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1648,THE CENTRIS,Subject to detailed evaluation,0.1 sqm,610,This site falls within Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['JURONG WEST CENTRAL 3', 'CAT4', '7.5m (3m)']"
1655,THE CLEARWATER,2.1,"27,418.2 sqm",1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['BEDOK NORTH AVENUE 3', 'CAT3', 'Building â‰¤ 5 storeys\n7.5m (3m)Building â‰¥ 6 storeys\n10m (3m)']"
1656,THE CLEMENT CANOPY,3.5,"13,037.8 sqm",505,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT1', 'Building â‰¤ 5 storeys\n24m (5m)Building â‰¥ 6 storeys\n30m (5m)']"
1659,THE COAST AT SENTOSA COVE,Subject to detailed evaluation,"1,180 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More", 
1662,THE CORNWALL,1.4,"9,941 sqm",99,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['HOLLAND ROAD', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1667,THE CREEK @ BUKIT,1.4,"14,035.3 sqm",260,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['TOH TUCK ROAD', 'CAT4', '7.5m (3m)']"
1668,THE CREST,2.1,"23,785.4 sqm",469,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['PRINCE CHARLES CRESCENT', 'CAT5', '7.5m (3m)']"
1669,THE CRISTALLO,1.4,"3,226.6 sqm",0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More", 
1670,THE CRITERION,2.8,"17,940.2 sqm",505,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['YISHUN AVENUE 1', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1673,THE DEW,GPR of landed houses is resultant of the allowable building envelope,200.695 sqm,1,LRA requirements are not applicable to designated landed housing areas.,Maximum 3 storey,Each landed house shall be used for a single dwelling unit. Redevelopment into multiple landed houses is subject to subdivision guidelines., 
1686,THE ESTA,2.8,0 sqm,0,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['AMBER GARDENS', 'CAT5', '7.5m (3m)']"
1689,THE ESTUARY,2.1,"26,950.09 sqm",1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 24 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['YISHUN AVENUE 2', 'CAT2', 'Building â‰¤ 5 storeys\n12m (5m)Building â‰¥ 6 storeys\n15m (5m)']"
1698,THE GARDEN RESIDENCES,2.5,"17,189.1 sqm",613,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT5', '7.5m (3m)']"
1699,THE GARDENS AT BISHAN,2.5,"34,949.6 sqm",1,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SIN MING WALK', 'CAT4', '7.5m (3m)']"
1708,THE GREENWICH,1.4,"21,000 sqm",319,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Subject to detailed evaluation,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['SELETAR ROAD', 'CAT4', '7.5m (3m)']"
1712,THE HILLFORD,1.4,"10,170.8 sqm",281,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,"Maximum 5 and 8 storeys
View map for location of the respective height controls","Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['', 'CAT4', '7.5m (3m)']"
1721,THE LAKESHORE,3.5,0 sqm,2,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,More than 36 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 85sqm.
See More","['JURONG WEST STREET 51', 'CAT4', '7.5m (3m)']"
1728,THE LILIUM,1.4,"5,104.3 sqm",80,This site falls outside Strategic Areas. Please comply with the relevant LRA requirements.,Maximum 5 storey,"Maximum allowable DUs for the site is derived by dividing the Gross Floor Area (GFA) of the residential component by 100sqm.
See More","['HOW SUN ROAD', 'CAT5', '7.5m (3m)']"
